CHV_FTPROD_MATRICULA;FLG_EMPREGADO;FLG_EVADIU;FLG_BOLSA_ESTUDO_NAO;FLG_BOLSA_ESTUDO_SIM;FLG_0_DISC;FLG_1_DISC;FLG_2_DISC;FLG_3_DISC;FLG_IDAP_ABAIXO;FLG_IDAP_ACIMA;PERC_FALTA_00;PERC_FALTA_10;PERC_FALTA_15;PERC_FALTA_20;PERC_FALTA_25;QTD_BOLETOS_0;QTD_BOLETOS_1;QTD_BOLETOS_2;QTD_BOLETOS_3
55056314411823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55056415712043CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
550572929340MATRICULADO;0;0;1;0;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55058216111823TRANCADO;0;1;0;1;1,00;0;0;0;1;0;1;0;0;0;0;0;0;1;0
55058416512043CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55058510712043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55059815712037CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55063713212043CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5506401639314MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55064114411865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55064613912043CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5506519512043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55065816612043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55066410712043CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5506641079343MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5506809811820CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55068410712043TRANCADO;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55069216311709CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55069312411828CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55069410712037CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55069913312043CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55070310312049CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55070416311709CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55071516311823CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5507168212095CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5507217112043TRANCADO;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55072812611770CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5507301329341MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55073412911828CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55074412611823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55075416612043DESISTENTE;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55077613211825CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5507809212037CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55078614011992MATRICULADO;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55079314411823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55082415711911CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55082613911823CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55082916111823TRANCADO;0;1;0;1;0,00;1;0;0;1;0;1;0;0;0;0;0;0;1;0
55083615712043TRANCADO;1;1;0;1;0,00;1;0;0;1;0;1;0;0;0;0;1;0;0;0
55084014011992MATRICULADO;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55084411212043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55086213911823CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5508649312043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55086710711704MATRICULADO;1;0;1;0;0,00;1;0;0;0;1;1;0;0;0;0;0;1;0;0
5508719511704CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5508728012043CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55087713911823CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55087913911823CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5508828911822CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
550886909341MATRICULADO;1;0;0;1;0,00;1;0;0;1;0;1;0;0;0;0;1;0;0;0
55089514512043CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5508967912043CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55089814011992MATRICULADO;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5509029511704CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55090416311823CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55090514511823CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55091215211865CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5509121529314MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5509141379306MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5509171639357MATRICULADO;0;0;0;1;0,00;0;0;1;0;1;1;0;0;0;0;1;0;0;0
55091810611865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55093010312049CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55093114011992MATRICULADO;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55093815611823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55094513211825CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55094716111823CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5509548212085CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55096113212043CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55096113212043MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55096812112043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55096916111804MATRICULADO;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5509701379319MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55097314411865CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5509878012043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55098910912043TRANCADO;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55099516312043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55099615712037CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55101112612037CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55102112611823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55102112611823EVADIDO;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5510281399320DESISTENTE;1;1;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5510281399325MATRICULADO;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55105516111825CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55106115711911TRANCADO;0;1;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5510648012043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55106511511983TRANCADO;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55106814511823CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5510701379319MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55107614011992MATRICULADO;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55107813911823CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55108715712043CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5510977911823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5511027112043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5511098212043CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5511101379304MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
551111719320MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;0;0;0;1
551120749292MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;0;1;0;0
55112512911828CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5511407412043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55114515711709CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5511506712043TRANCADO;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5511607911823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55117616111823MATRICULADO;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55117915712043CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55118216611825CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55118316312043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5511831639327MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
551185709364MATRICULADO;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
551187749318MATRICULADO;1;0;1;0;1,00;0;0;0;0;1;1;0;0;0;0;0;1;0;0
551187749341MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55119214511823CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5512011129371MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
551210939340MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;0;1;0;0
5512237412043MATRICULADO;1;0;0;1;0,00;1;0;0;0;1;1;0;0;0;0;1;0;0;0
5512271249325DESISTENTE;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55122912611709EVADIDO;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55123914011992MATRICULADO;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55125015611823CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55125515711709CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5512728012043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55127416111770CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55127615711709EVADIDO;1;1;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
551285749364MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5512891379306MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55129413312037DESISTENTE;0;1;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55129615712037CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55129814411865CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5512981449343EVADIDO;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55130412112043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5513051579321MATRICULADO;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55130614411865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55130614411865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55130614411865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55130714411865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5513081349372MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;0;0;0;1
55130816111709MATRICULADO;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55131011512043CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55131314411865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55131914011992MATRICULADO;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55132912612037CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
551331909363MATRICULADO;1;0;0;1;0,00;0;1;0;1;0;1;0;0;0;0;1;0;0;0
55133314011992MATRICULADO;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55134013912043TRANCADO;0;1;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55134715712037CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5513581579340DESISTENTE;0;1;0;1;0,00;1;0;0;1;0;1;0;0;0;0;0;1;0;0
55136114011992MATRICULADO;1;0;0;1;0,00;0;0;1;1;0;1;0;0;0;0;1;0;0;0
55136815711709CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55138214011992MATRICULADO;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55138916411865MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55139414011992MATRICULADO;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55139811511823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55140613312037DESISTENTE;0;1;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
551411649331DESISTENTE;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55142114511823CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55143014512043CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55143314411865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5514351349353MATRICULADO;0;0;0;1;0,00;1;0;0;0;1;1;0;0;0;0;1;0;0;0
55144614411865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55145414411865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5514611459324DESISTENTE;1;1;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55147114411865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55147712611709CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55147913911823CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55148513211823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55148712611823CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5514871269323MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55149014411865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55149614511823CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5514988012043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55149915712043TRANCADO;1;1;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55150014011992MATRICULADO;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55150411211709CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5515056712043TRANCADO;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55150810712043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5515081079342MATRICULADO;1;0;0;1;0,00;0;0;1;0;1;1;0;0;0;0;1;0;0;0
55150914011992MATRICULADO;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55151912411828CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55152112411828CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55152415712037CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5515259811820CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55152716311911CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55153015511820CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55153914411865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5515417412043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55154211511983MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5515461059340MATRICULADO;1;0;1;0;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55155214511823CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55155614411865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55156714411865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
551568749340MATRICULADO;1;0;0;1;0,00;1;0;0;0;1;1;0;0;0;0;1;0;0;0
55157511511823CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55157910912043TRANCADO;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55158116111823CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;0;1;0;0
55158714512043CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5515908311709CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55160615711709CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5516071339371MATRICULADO;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5516217412043MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55162513212043CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5516381669359MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55163914511823CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55164016612043CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55164210712037CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55164416311992DESISTENTE;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5516516511865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55165912611709TRANCADO;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5516626311823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55166515612043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5516667911701CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5516677911823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5516781669372MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5516796511865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55168614011992MATRICULADO;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55169114512043CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5517088211865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55171114411823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5517111449327DESISTENTE;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55171212611709CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55171815611823MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5517317911701CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55173510512043CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55174115712043CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5517471459324MATRICULADO;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;0;0;0;1
5517616311823CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55176816512043CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55176912112043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5517769511865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55178214511983CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55179616612043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
551799809318EVADIDO;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
551799809349MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5518181269342MATRICULADO;0;0;0;1;0,00;1;0;0;0;1;1;0;0;0;0;0;0;0;1
5518299311823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5518329212037CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55183713212043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5518411449317MATRICULADO;0;0;0;1;0,00;1;0;0;0;1;1;0;0;0;0;1;0;0;0
55184513211825MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5518509212037CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55185616611825CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55186014011992MATRICULADO;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55186412911770CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55187114512043CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5518749212037CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55187712412043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5518828211865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55188911511823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
55189814011992MATRICULADO;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5519027111823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
551911399335MATRICULADO;1;0;0;1;0,00;1;0;0;1;0;1;0;0;0;0;1;0;0;0
55191910811864CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5519257412043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
551927749340MATRICULADO;1;0;1;0;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5519321089341MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5519331459340MATRICULADO;1;0;1;0;1,00;0;0;0;1;0;1;0;0;0;0;0;1;0;0
5519451459321MATRICULADO;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5519461639343MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
