CHV_FTPROD_MATRICULA;FLG_EMPREGADO;FLG_EVADIU;FLG_BOLSA_ESTUDO_NAO;FLG_BOLSA_ESTUDO_SIM;FLG_0_DISC;FLG_1_DISC;FLG_2_DISC;FLG_3_DISC;FLG_IDAP_ABAIXO;FLG_IDAP_ACIMA;PERC_FALTA_00;PERC_FALTA_10;PERC_FALTA_15;PERC_FALTA_20;PERC_FALTA_25;QTD_BOLETOS_0;QTD_BOLETOS_1;QTD_BOLETOS_2;QTD_BOLETOS_3
57342215711709CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5734431349365MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5735011399343MATRICULADO;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5735029611865MATRICULADO;0;0;0;1;0,00;0;0;1;0;1;1;0;0;0;0;1;0;0;0
573506939349MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5735081399356MATRICULADO;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
57351715711728MATRICULADO;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;0;0;1;0
5735229212043CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
57353814411865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5735527911823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;0;1;0;0;0;1;0;0;0
5735527911823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;0;1;0;0;0;1;0;0;0
5735527911823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;0;1;0;0;0;1;0;0;0
5735537911823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5735549311865MATRICULADO;1;0;0;1;0,00;1;0;0;0;1;1;0;0;0;0;0;1;0;0
5735606512043TRANCADO;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5735667512041CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5735787112043CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5735799411823TRANCADO;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5735821669360MATRICULADO;1;0;0;1;0,00;1;0;0;0;1;1;0;0;0;0;1;0;0;0
57358416311823CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5735851669360MATRICULADO;1;0;0;1;0,00;0;1;0;0;1;1;0;0;0;0;1;0;0;0
57360916311823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5736161669325DESISTENTE;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57361711811823MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57362115712043TRANCADO;1;1;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
573622829362MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5736308011709CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57363411811823EVADIDO;0;1;0;1;0,00;1;0;0;0;1;1;0;0;0;0;1;0;0;0
5736381669325MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57364316311823DESISTENTE;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5736448011709CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5736517912043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5736598811823EVADIDO;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57366213212103CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5736669311865MATRICULADO;1;0;0;1;0,00;1;0;0;0;1;1;0;0;0;0;0;1;0;0
57366814512043CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
57367112611991MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57367715512103CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57369212611709EVADIDO;0;1;0;1;0,00;1;0;0;0;1;1;0;0;0;0;1;0;0;0
57373214011992MATRICULADO;0;0;0;1;0,00;0;0;1;1;0;1;0;0;0;0;1;0;0;0
573753719364MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57376316111823EVADIDO;0;1;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5737697911823CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
573779899324MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57378115712043CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
57378212612043CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57379213911983MATRICULADO;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
57380612411828CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5738149611865MATRICULADO;0;0;0;1;0,00;0;0;1;0;1;1;0;0;0;0;1;0;0;0
57383014411865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5738341329323MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5738371569370DESISTENTE;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5738391359296MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57385516111823TRANCADO;0;1;0;1;0,00;1;0;0;1;0;1;0;0;0;0;1;0;0;0
5738598912043TRANCADO;1;1;0;1;0,00;1;0;0;0;1;1;0;0;0;0;1;0;0;0
57386413212043TRANCADO;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5738699611865MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5738701099321DESISTENTE;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5738747111864CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5738807112043CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5738867112043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5738898912043CONCLUINTE;1;0;0;1;0,00;1;0;0;0;1;1;0;0;0;0;1;0;0;0
5738921099321MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5739039411823MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5739131319324MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;0;1;0;0
573927719321DESISTENTE;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
573939749364MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57396511311701MATRICULADO;0;0;0;1;0,00;0;0;1;1;0;1;0;0;0;0;1;0;0;0
5739769411823CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5739779611865MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5739891349323EVADIDO;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5739911359337MATRICULADO;0;0;0;1;0,00;1;0;0;0;1;1;0;0;0;0;1;0;0;0
57399315712043CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
57400111811823MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
574002719317MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
574014719366MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57402812411828CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
574032899363MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;0;0;0;1
5740368611828CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
574043899364MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
574044899364MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
574052939323MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5740658611828CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57406712611823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57406813311823CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5740681339327DESISTENTE;1;1;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5740739311865MATRICULADO;1;0;0;1;0,00;1;0;0;0;1;1;0;0;0;0;0;1;0;0
5740891669360EVADIDO;1;1;0;1;0,00;1;0;0;0;1;1;0;0;0;0;1;0;0;0
57410515712043CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
57410912611991MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57411014512043CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5741131349371MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;0;0;0;1
574119719366MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57412115711912CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5741251639358EVADIDO;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57413112611991MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5741921029321MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5741951639317MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5741978211865CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57420814512043CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
574214939325MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57421516311709CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5742168811823CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57422911311912CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
574232909363MATRICULADO;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5742338012043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57423913212043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5742661379319MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57426911311770CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5742776712101CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5742831029321MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57428510711823EVADIDO;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5742876712043MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5742957412022EVADIDO;1;1;0;1;0,00;1;0;0;0;1;1;0;0;0;0;1;0;0;0
57430115512103CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57430315512103CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5743089212037CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5743187412022MATRICULADO;1;0;1;0;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57432815611827CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57434612411828CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
574359909352MATRICULADO;1;0;0;1;0,00;1;0;0;1;0;1;0;0;0;0;1;0;0;0
5743648012043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57437113912043CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5743711399335DESISTENTE;1;1;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5743731349334DESISTENTE;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;0;0;1;0
5743816611823TRANCADO;1;1;0;1;1,00;0;0;0;0;1;0;1;0;0;0;1;0;0;0
5743816611823TRANCADO;1;1;0;1;1,00;0;0;0;0;1;0;1;0;0;0;1;0;0;0
5743816611823TRANCADO;1;1;0;1;1,00;0;0;0;0;1;0;1;0;0;0;1;0;0;0
5743848211865TRANCADO;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57442114411865EVADIDO;0;1;0;1;0,00;1;0;0;0;1;1;0;0;0;0;1;0;0;0
57442713311823CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
57444011311770CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
57444314011992MATRICULADO;0;0;0;1;0,00;1;0;0;1;0;1;0;0;0;0;1;0;0;0
57444411311770CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
57444711312093CONCLUINTE;0;0;0;1;0,00;1;0;0;1;0;1;0;0;0;0;1;0;0;0
57445715611827DESISTENTE;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57446510711823MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
574469939349MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5744899311709CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5744899311804MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;0;0;0;1
574491399371MATRICULADO;0;0;0;1;0,00;1;0;0;1;0;1;0;0;0;0;1;0;0;0
57449613211823CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5744988212043MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57450415712043CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
57450959298MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57451014512043MATRICULADO;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
57452110511983MATRICULADO;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5745221029321MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57452913112103CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57453413112103CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5745381059325MATRICULADO;1;0;0;1;0,00;0;1;0;1;0;1;0;0;0;0;1;0;0;0
57453912411828EVADIDO;1;1;0;1;0,00;0;1;0;0;1;1;0;0;0;0;1;0;0;0
5745407412043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57454316311727DESISTENTE;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5745431639297MATRICULADO;0;0;0;1;0,00;1;0;0;0;1;1;0;0;0;0;0;0;1;0
57454713112103CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57454889325MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57455113112103EVADIDO;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57455813111823EVADIDO;1;1;0;1;1,00;0;0;0;0;1;0;1;0;0;0;1;0;0;0
57455813111823EVADIDO;1;1;0;1;1,00;0;0;0;0;1;0;1;0;0;0;1;0;0;0
57455813111823EVADIDO;1;1;0;1;1,00;0;0;0;0;1;0;1;0;0;0;1;0;0;0
5745591319324MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;0;0;0;1
57457214411865CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57457613111823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5745837412022MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5745851579340MATRICULADO;0;0;0;1;0,00;1;0;0;1;0;1;0;0;0;0;1;0;0;0
5745908611828REPROVADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
574594799368MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5746011639340MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;0;0;0;1
5746027911823CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57460410812042TRANCADO;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5746117412022MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57461611311912CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5746191059356EVADIDO;1;1;0;1;0,00;1;0;0;1;0;1;0;0;0;0;1;0;0;0
574626959297MATRICULADO;1;0;0;1;0,00;1;0;0;0;1;1;0;0;0;0;1;0;0;0
57463213111823CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5746471639298EVADIDO;0;1;0;1;0,00;0;1;0;0;1;1;0;0;0;0;1;0;0;0
57465315611827CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5746617912043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5746697911823MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5746707511865EVADIDO;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5746809411823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57469813411762TRANCADO;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5746997111864TRANCADO;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
574699719320MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;0;0;1;0
57471214011992MATRICULADO;0;0;0;1;0,00;1;0;0;1;0;1;0;0;0;0;1;0;0;0
5747228212085CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5747312611709CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;0;1;0;0;0;1;0;0;0
5747312611709CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;0;1;0;0;0;1;0;0;0
5747312611709CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;0;1;0;0;0;1;0;0;0
5747331349325MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5747351639335MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57474611311770EVADIDO;1;1;0;1;0,00;0;0;1;1;0;1;0;0;0;0;1;0;0;0
57477829358MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57477915512103CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57478210911865MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57479111811823MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5747927412043TRANCADO;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57480016311992EVADIDO;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5748047412022MATRICULADO;1;0;1;0;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57480810712043MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5748107412022MATRICULADO;1;0;1;0;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57481310711704MATRICULADO;0;0;0;1;0,00;1;0;0;0;1;1;0;0;0;0;0;0;0;1
5748171589341MATRICULADO;1;0;0;1;0,00;1;0;0;0;1;1;0;0;0;0;1;0;0;0
57483310811822CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5748391079366MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
574847939320DESISTENTE;0;1;1;0;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
574847939321MATRICULADO;0;0;1;0;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5748546912043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57485815712043CONCLUINTE;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
57486112411828CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5748626712043DESISTENTE;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57488912411828CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5748968312042EVADIDO;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57489911311912CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
57490013311823CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
57490112411828TRANCADO;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5749011249365MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
574917829341MATRICULADO;0;0;0;1;0,00;1;0;0;0;1;1;0;0;0;0;1;0;0;0
57493016311823EVADIDO;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5749301639323MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57494113112103CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5749448011709CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57494612411828CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57495014512043DESISTENTE;1;1;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5749521059349MATRICULADO;1;0;0;1;0,00;0;1;0;1;0;1;0;0;0;0;1;0;0;0
5749531659325MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57495416311823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5749707911823EVADIDO;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57497113311823TRANCADO;1;1;0;1;0,00;1;0;0;1;0;1;0;0;0;0;1;0;0;0
5749761059349MATRICULADO;1;0;0;1;0,00;1;0;0;1;0;1;0;0;0;0;1;0;0;0
5750031639323MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5750061639324DESISTENTE;0;1;0;1;0,00;1;0;0;0;1;1;0;0;0;0;0;0;0;1
575009809318MATRICULADO;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5750117412043CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5750489311865MATRICULADO;1;0;1;0;0,00;1;0;0;0;1;1;0;0;0;0;0;1;0;0
575056939341MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57505816311992CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5750668012043CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5750867411885MATRICULADO;1;0;1;0;1,00;0;0;0;0;1;1;0;0;0;0;0;1;0;0
5751107412043TRANCADO;1;1;0;1;0,00;1;0;0;0;1;1;0;0;0;0;1;0;0;0
57511114011992MATRICULADO;0;0;0;1;0,00;0;1;0;1;0;1;0;0;0;0;1;0;0;0
5751171639298EVADIDO;1;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5751248912043CONCLUINTE;0;0;0;1;0,00;1;0;0;0;1;1;0;0;0;0;1;0;0;0
57512611311912CONCLUINTE;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5751271059349MATRICULADO;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5751361059325MATRICULADO;1;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
57513712611823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57514416111825MATRICULADO;0;0;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5751697111864TRANCADO;0;1;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5751731379304MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57517714011992TRANCADO;0;1;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
57519010811822CONCLUINTE;0;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57520314011992EVADIDO;1;1;0;1;1,00;0;0;0;1;0;1;0;0;0;0;1;0;0;0
5752089411823CONCLUINTE;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
5752151639323MATRICULADO;1;0;0;1;1,00;0;0;0;0;1;1;0;0;0;0;1;0;0;0
57521614011992MATRICULADO;1;0;0;1;0,00;0;1;0;1;0;1;0;0;0;0;1;0;0;0
5752268212085TRANCADO;0;1;0;1;0,00;1;0;0;0;1;1;0;0;0;0;1;0;0;0
